model_id,condition_id,subject,perturbation_type,subject_accuracy,n,matched_n_x,macro_accuracy,matched_n_y,accuracy_delta,original_macro_accuracy,perturbed_macro_accuracy,condition_flip_rate,condition_mean_spearman
gpt-4o-mini,original,international_law,original,1.0,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,jurisprudence,original,0.3333333333333333,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,logical_fallacies,original,0.75,4,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,management,original,0.6666666666666666,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,marketing,original,1.0,5,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,miscellaneous,original,1.0,4,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,moral_disputes,original,0.5,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,moral_scenarios,original,0.0,1,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,nutrition,original,1.0,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,philosophy,original,0.6666666666666666,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,prehistory,original,0.3333333333333333,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,professional_law,original,0.5,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,professional_psychology,original,1.0,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,public_relations,original,1.0,3,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,security_studies,original,1.0,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,sociology,original,0.75,4,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,us_foreign_policy,original,0.75,4,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,virology,original,0.5,2,107,0.7663551401869159,107,,,,,
gpt-4o-mini,original,world_religions,original,0.75,4,107,0.7663551401869159,107,,,,,
llama-3-8b,original,anatomy,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,astronomy,original,0.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,business_ethics,original,1.0,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,clinical_knowledge,original,1.0,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,college_mathematics,original,0.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,computer_security,original,0.8,5,107,0.6448598130841121,107,,,,,
llama-3-8b,original,conceptual_physics,original,0.5,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,electrical_engineering,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,elementary_mathematics,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,global_facts,original,0.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_biology,original,0.5,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_chemistry,original,0.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_computer_science,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_european_history,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_geography,original,1.0,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_government_and_politics,original,1.0,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_macroeconomics,original,0.5,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_mathematics,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_microeconomics,original,1.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_psychology,original,0.5,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_statistics,original,0.3333333333333333,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,human_aging,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,human_sexuality,original,0.25,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,international_law,original,1.0,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,jurisprudence,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,logical_fallacies,original,0.5,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,management,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,marketing,original,0.8,5,107,0.6448598130841121,107,,,,,
llama-3-8b,original,miscellaneous,original,0.25,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,moral_disputes,original,0.5,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,moral_scenarios,original,0.0,1,107,0.6448598130841121,107,,,,,
llama-3-8b,original,nutrition,original,1.0,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,philosophy,original,0.3333333333333333,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,prehistory,original,1.0,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,professional_law,original,1.0,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,professional_psychology,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,public_relations,original,0.6666666666666666,3,107,0.6448598130841121,107,,,,,
llama-3-8b,original,security_studies,original,1.0,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,sociology,original,0.5,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,us_foreign_policy,original,0.75,4,107,0.6448598130841121,107,,,,,
llama-3-8b,original,virology,original,0.5,2,107,0.6448598130841121,107,,,,,
llama-3-8b,original,world_religions,original,0.25,4,107,0.6448598130841121,107,,,,,
claude-haiku-4-5,context_inject,anatomy,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,astronomy,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,business_ethics,context_inject,1.0,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,clinical_knowledge,context_inject,1.0,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,college_mathematics,context_inject,0.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,computer_security,context_inject,1.0,5,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,conceptual_physics,context_inject,0.75,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,electrical_engineering,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,elementary_mathematics,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_biology,context_inject,0.5,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_computer_science,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_geography,context_inject,1.0,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_government_and_politics,context_inject,1.0,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_macroeconomics,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_mathematics,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_microeconomics,context_inject,0.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_psychology,context_inject,1.0,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,high_school_statistics,context_inject,0.6666666666666666,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,human_aging,context_inject,1.0,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,human_sexuality,context_inject,0.75,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,international_law,context_inject,1.0,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,jurisprudence,context_inject,1.0,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,logical_fallacies,context_inject,0.5,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,management,context_inject,0.3333333333333333,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,marketing,context_inject,1.0,5,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,miscellaneous,context_inject,0.75,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,moral_disputes,context_inject,1.0,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,moral_scenarios,context_inject,0.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,nutrition,context_inject,1.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,philosophy,context_inject,1.0,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,prehistory,context_inject,0.6666666666666666,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,professional_law,context_inject,0.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,professional_psychology,context_inject,1.0,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,public_relations,context_inject,0.6666666666666666,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,security_studies,context_inject,1.0,2,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,sociology,context_inject,1.0,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,us_foreign_policy,context_inject,0.6666666666666666,3,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,virology,context_inject,0.0,1,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,context_inject,world_religions,context_inject,0.75,4,97,0.8144329896907216,97,-0.010309278350515427,0.8041237113402062,0.8144329896907216,0.12371134020618557,1.0
claude-haiku-4-5,original,anatomy,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,astronomy,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,business_ethics,original,1.0,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,clinical_knowledge,original,1.0,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,college_mathematics,original,0.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,computer_security,original,0.8,5,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,conceptual_physics,original,0.75,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,electrical_engineering,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,elementary_mathematics,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_biology,original,0.5,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_computer_science,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_geography,original,0.6666666666666666,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_government_and_politics,original,1.0,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_macroeconomics,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_mathematics,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_microeconomics,original,0.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_psychology,original,1.0,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_statistics,original,0.6666666666666666,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,human_aging,original,1.0,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,human_sexuality,original,0.75,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,international_law,original,1.0,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,jurisprudence,original,1.0,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,logical_fallacies,original,0.5,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,management,original,0.3333333333333333,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,marketing,original,1.0,5,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,miscellaneous,original,0.75,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,moral_disputes,original,1.0,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,moral_scenarios,original,0.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,nutrition,original,1.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,philosophy,original,1.0,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,prehistory,original,0.6666666666666666,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,professional_law,original,0.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,professional_psychology,original,1.0,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,public_relations,original,0.6666666666666666,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,security_studies,original,1.0,2,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,sociology,original,1.0,4,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,us_foreign_policy,original,0.6666666666666666,3,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,virology,original,0.0,1,97,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,world_religions,original,1.0,4,97,0.7850467289719626,107,,,,,
gpt-4o-mini,context_inject,anatomy,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,astronomy,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,business_ethics,context_inject,1.0,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,clinical_knowledge,context_inject,1.0,2,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,college_mathematics,context_inject,0.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,computer_security,context_inject,0.8,5,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,conceptual_physics,context_inject,0.75,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,electrical_engineering,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,elementary_mathematics,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_biology,context_inject,1.0,2,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_computer_science,context_inject,0.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_geography,context_inject,1.0,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_government_and_politics,context_inject,1.0,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_macroeconomics,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_mathematics,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_microeconomics,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_psychology,context_inject,0.5,2,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,high_school_statistics,context_inject,0.3333333333333333,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,human_aging,context_inject,1.0,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,human_sexuality,context_inject,0.75,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,international_law,context_inject,1.0,2,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,jurisprudence,context_inject,0.6666666666666666,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,logical_fallacies,context_inject,0.5,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,management,context_inject,0.6666666666666666,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,marketing,context_inject,0.8,5,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,miscellaneous,context_inject,0.75,4,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,moral_disputes,context_inject,0.5,2,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,moral_scenarios,context_inject,0.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,nutrition,context_inject,1.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,philosophy,context_inject,0.6666666666666666,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,prehistory,context_inject,1.0,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,professional_law,context_inject,0.0,1,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
gpt-4o-mini,context_inject,professional_psychology,context_inject,1.0,3,97,0.7525773195876289,97,0.020618556701030966,0.7731958762886598,0.7525773195876289,0.12371134020618557,1.0
